id,rle_mask
83711cf4a8,1 1575 1580 96 1683 93 1784 92 1886 91 1987 2 1990 31 2022 55 2092 30 2123 2 2128 51 2193 30 2229 51 2294 30 2332 50 2395 30 2434 6 2441 42 2496 11 2508 2 2515 11 2538 6 2548 37 2597 9 2617 10 2644 1 2649 11 2665 21 2700 8 2718 10 2751 9 2768 19 2802 7 2820 9 2852 5 2865 2 2869 15 2885 2 2904 6 2922 7 2955 2 2971 14 2987 1 3023 7 3072 14 3125 4 3130 1 3174 14 3231 1 3276 1 3279 10 3381 8 3482 7 3583 6
b4d509de34,1 2626 2646 82 2753 76 2862 68 2970 61 3074 58 3179 54 3284 50 3388 47 3491 45 3596 41 3699 39 3802 37 3904 36 4007 34 4109 33 4212 31 4315 29 4418 27 4520 26 4623 24 4725 23 4827 22 4929 21 5032 19 5135 17 5237 16 5340 14 5444 11 5546 10 5648 9 5749 9 5851 8 5952 8 6053 8 6154 8 6255 8 6356 8 6457 8 6559 7 6661 6 6763 5 6866 3
869e15dfcf,
181f0917b2,
b728ab6b4d,5654 2 5750 8 5848 11 5944 16 6037 24 6136 26 6234 29 6327 37 6424 41 6521 45 6621 46 6721 47 6821 48 6922 48 7023 48 7124 48 7226 47 7327 47 7427 48 7528 48 7630 47 7732 46 7834 45 7936 44 8038 43 8139 43 8240 43 8340 44 8441 44 8542 44 8643 44 8744 44 8845 44 8946 44 9048 43 9149 43 9251 42 9352 42 9454 41 9556 40 9657 40 9759 39 9860 39 9961 39 10063 38 10164 38
e800a212f6,1 1717 1719 3 1723 96 1820 1 1828 92 1931 90 2034 88 2136 87 2238 86 2339 86 2440 86 2542 85 2643 85 2745 84 2846 84 2948 83 3049 83 3151 82 3253 81 3356 79 3458 78 3559 78 3661 77 3763 76 3865 75 3967 74 4068 74 4169 74 4270 74 4371 74 4472 74 4573 74 4674 74 4774 75 4874 76 4974 77 5073 79 5173 80 5273 81 5374 81 5475 81 5575 82 5676 82 5776 83 5876 84 5977 84 6077 85 6177 86 6277 87 6378 87 6478 88 6577 90 6676 92 6776 93 6875 95 6974 97 7074 98 7174 99 7274 1918 9193 100 9294 100 9403 92 9507 89 9610 87 9713 85 9817 82 9919 81 10021 80 10123 79
e42e6250bd,
aaf90619d3,8 94 108 95 210 94 311 94 413 93 514 93 617 91 719 90 823 87 926 85 1028 84 1130 83 1231 83 1333 82 1434 82 1535 82 1636 82 1737 82 1838 82 1939 82 2041 81 2142 81 2243 81 2345 80 2446 80 2548 79 2650 78 2753 76 2855 75 2958 73 3060 72 3162 71 3264 70 3365 70 3467 69 3568 69 3669 69 3770 69 3871 69 3972 69 4073 69 4175 68 4276 68 4377 68 4479 67 4580 67 4682 66 4783 66 4885 65 4986 65 5087 65 5189 64 5291 63 5392 63 5494 62 5595 62 5697 61 5799 60 5900 60 6002 59 6104 58 6205 58 6307 57 6409 56 6511 55 6613 54 6715 53 6817 52 6919 51 7021 50 7123 49 7225 48 7327 47 7429 46 7531 45 7633 44 7735 43 7837 42 7939 41 8041 40 8143 39 8246 37 8348 36 8450 35 8553 33 8655 32 8758 30 8860 29 8962 28 9064 27 9165 27 9267 26 9369 25 9470 25 9572 24 9673 24 9775 23 9876 23 9978 22 10079 22 10181 21
0736a1aa17,5232 13 5247 1 5330 23 5427 28 5525 31 5624 33 5723 35 5822 37 5922 38 6022 39 6123 39 6223 40 6323 41 6423 42 6524 42 6624 43 6724 44 6825 44 6925 45 7026 45 7127 45 7228 45 7329 45 7430 45 7531 45 7632 45 7734 44 7835 44 7936 44 8038 43 8139 43 8241 42 8343 41 8445 40 8547 39 8648 39 8750 38 8851 38 8952 38 9053 38 9155 37 9256 37 9357 37 9458 37 9560 36 9662 35 9764 34 9866 33 9967 33 10069 32 10170 32
538dafe0c4,3427 1 3507 27 3560 12 3582 16 3604 32 3656 82 3754 85 3854 86 3954 87 4055 87 4156 87 4257 87 4358 87 4461 85 4564 83 4668 80 4773 75 4881 18 4922 21
c07ed81d25,2105 2 2198 24 2297 27 2395 30 2494 32 2592 35 2690 38 2788 41 2886 44 2983 48 3080 52 3175 58 3269 65 3366 69 3461 75 3552 85 3648 90 3745 94 3842 2521 6364 94 6465 89 6566 85 6667 80 6768 77 6869 73 6970 69 7071 67 7172 64 7273 60 7374 57 7475 55 7576 52 7677 48 7778 45 7879 43 7980 41 8081 39 8182 38 8283 37 8384 35 8485 34 8586 33 8687 31 8788 30 8889 29 8990 28 9091 27 9192 26 9293 25 9394 23 9495 19 9596 14 9697 11 9798 10 9899 10 10000 9 10101 8
33a18815cb,
429f9cc0c7,8582 3 8674 12 8760 28 8840 15 8857 32 8932 58 9030 61 9128 64 9225 68 9324 70 9424 71 9524 72 9625 72 9725 73 9825 74 9926 74 10027 74 10129 73
e4ee492bd5,
111affce1a,1 4949 4951 100 5062 90 5170 83 5273 81 5375 80 5479 77 5583 74 5686 72 5792 67 5895 65 5997 64 6100 62 6203 60 6306 58 6409 56 6513 53 6618 49 6722 46 6825 44 6928 42 7032 39 7137 35 7242 31 7346 24 7372 2 7450 19 7553 14 7657 6
7785879425,
f3fb50e182,9634 5 9733 10 9833 12 9933 14 10034 14 10134 16
066803e978,1311 2 1411 3 1510 6 1609 8 1709 9 1809 10 1908 12 2009 12 2109 13 2209 14 2309 15 2409 16 2509 17 2609 18 2708 20 2808 21 2908 22 3007 24 3106 26 3206 27 3306 28 3406 29 3505 31 3605 32 3705 33 3805 34 3905 35 4005 36 4105 37 4205 38 4305 39 4405 40 4505 41 4604 43 4704 44 4804 45 4904 46 5004 47 5103 49 5203 50 5303 51 5402 53 5502 54 5602 55 5702 56 5803 56 5903 57 6003 58 6104 58 6204 59 6305 59 6406 59 6506 60 6607 60 6708 60 6809 60 6910 60 7010 61 7111 61 7212 61 7313 61 7414 61 7515 61 7616 61 7718 60 7819 60 7920 60 8021 60 8123 59 8224 59 8326 58 8427 58 8528 58 8629 58 8731 57 8832 57 8933 57 9034 57 9136 56 9237 56 9338 56 9439 56 9541 55 9642 55 9743 55 9844 55 9946 54 10047 54 10149 53
65aa0b8161,3433 1 3530 5 3628 9 3727 11 3825 14 3925 15 4025 16 4125 17 4226 17 4327 17 4429 16 4529 17 4630 17 4729 19 4829 20 4929 21 5028 23 5127 25 5227 26 5327 27 5427 28 5527 29 5628 29 5728 30 5828 31 5929 31 6029 32 6129 33 6230 33 6330 34 6431 34 6532 34 6634 33 6735 33 6836 33 6937 33 7037 34 7138 34 7239 34 7340 34 7441 34 7542 34 7643 34 7744 34 7845 34 7947 33 8049 32 8150 32 8251 32 8352 32 8453 32 8554 32 8655 32 8757 31 8858 31 8960 30 9061 30 9162 30 9264 29 9366 28 9468 27 9569 27 9671 26 9772 26 9874 25 9976 24 10077 24 10178 24
7562462083,
cbef2e2128,1 7670 7675 1 7677 93 7778 89 7879 88 7980 87 8081 86 8182 81 8283 80 8384 78 8485 76 8586 75 8687 74 8788 69 8889 68 8990 68 9091 67 9192 67 9293 66 9394 61 9495 60 9596 59 9697 57 9798 56 9899 56 10000 55 10101 55
d6ddf45bf5,
a15ac41235,
6d61d71a38,1 1192 1201 93 1303 92 1404 11 1416 61 1481 6 1489 6 1505 5 1513 2 1525 51 1583 2 1592 2 1615 1 1631 44 1754 20 1857 15 1959 10 2059 9 2161 6
0642eb11c7,3463 2 3559 1 3563 8 3658 16 3757 18 3851 5 3857 20 3950 31 4042 1 4047 36 4142 42 4243 43 4344 43 4445 44 4546 44 4647 45 4748 46 4849 46 4950 48 5051 50 5152 53 5231 3 5253 57 5332 5 5352 59 5430 11 5442 71 5527 26 5556 4646
1a013e5ca3,1 3332 3334 91 3435 84 3538 76 3648 30 3682 27
0aebb572f8,19 3 121 6 224 3 737 3 838 5 938 6 1038 7 1138 9 1238 11 1339 12 1440 13 1542 12 1643 12 1744 12 1845 12 1946 12 2046 11 2146 10 2247 10 2349 10 2450 9 2552 7 2656 1
ecd4c52bd7,
5ef842ff3e,
99b014b973,
be5f65573c,1 6868 6871 99 6981 90 7086 9 7125 47 7255 18 7363 11 7468 4
a7667efaea,1415 6 1516 10 1562 18 1617 12 1659 27 1718 16 1750 2 1756 35 1819 74 1920 75 2021 77 2122 81 2223 84 2315 2 2324 99 2425 100 2526 7676
b482310066,3028 2 3128 4 3227 6 3327 7 3427 8 3526 10 3626 11 3726 12 3826 13 3925 15 4023 18 4122 20 4220 23 4319 25 4414 31 4507 39 4604 43 4700 48 4796 53 4892 58 4986 65 5082 70 5179 74 5272 82 5369 86 5462 94 5561 96 5658 4544
e9531eada5,21 81 122 81 223 81 325 80 427 79 529 78 631 77 733 76 835 75 937 74 1040 72 1141 72 1243 71 1346 69 1448 68 1550 67 1652 66 1753 66 1855 65 1956 65 2058 64 2160 63 2262 62 2364 61 2465 61 2566 61 2667 61 2768 61 2869 61 2970 61 3070 62 3171 62 3271 63 3372 63 3473 63 3575 62 3676 62 3777 62 3877 63 3978 63 4078 64 4178 65 4279 65 4380 65 4480 66 4579 68 4679 69 4779 70 4879 71 4979 72 5079 73 5180 73 5280 74 5381 74 5482 74 5583 74 5684 74 5784 75 5885 75 5985 76 6085 77 6185 78 6285 79 6384 81 6484 82 6584 83 6683 85 6783 86 6882 88 6982 89 7081 91 7181 92 7281 93 7380 95 7480 96 7580 97 7679 2523
f1c3f0c377,
3c975c06cc,
74b9b40ef0,
f0d68a2c3a,
86a72bdce6,
a9d067cf35,
b2063e6bb6,2118 3 2215 8 2313 11 2411 14 2506 20 2602 25 2697 31 2790 39 2888 42 2979 52 3078 54 3178 55 3278 56 3377 58 3477 59 3577 60 3676 62 3775 64 3874 66 3974 67 4073 69 4172 71 4272 72 4371 74 4471 75 4571 76 4671 77 4771 78 4871 79 4971 80 5071 81 5170 83 5269 85 5369 86 5469 87 5568 89 5667 91 5764 95 5862 98 5962 99 6062 2521 8586 94 8687 91 8788 87 8889 84 8990 81 9091 78 9192 75 9293 71 9394 65 9495 60 9596 57 9697 54 9798 52 9899 51 10000 50 10101 50
c86aa5e90a,6866 1 6964 5 7063 7 7163 9 7263 10 7362 12 7462 13 7563 13 7663 14 7763 15 7863 16 7963 17 8064 17 8164 18 8265 18 8365 19 8466 19 8567 19 8667 20 8768 20 8869 20 8969 21 9069 22 9169 23 9270 23 9370 24 9471 24 9571 25 9671 26 9772 26 9872 27 9973 27 10074 27 10175 27
1369ddd462,6967 3 7067 4 7167 5 7266 7 7366 8 7465 10 7564 12 7664 13 7764 14 7864 15 7963 17 8062 19 8162 20 8263 20 8364 20 8465 20 8565 21 8665 22 8765 23 8855 4 8865 24 8955 4 8964 26 9055 36 9156 36 9256 37 9356 38 9457 38 9558 38 9659 38 9760 38 9860 39 9962 38 10064 37 10166 36
930939bcaa,1 3028 3031 96 3132 90 3233 86 3334 83 3435 81 3536 79 3637 59 3738 57 3839 54 3940 50 4041 46 4142 42 4243 38 4344 35 4445 23 4546 17 4647 9 4748 7 4849 3 4951 1
d18dec87b4,3424 4 3523 8 3623 10 3722 14 3822 16 3922 18 4022 19 4122 20 4222 21 4322 22 4423 22 4524 22 4625 22 4726 22 4827 22 4929 21 5030 21 5131 21 5232 21 5332 22 5431 24 5530 26 5630 27 5731 27 5832 27 5933 27 6033 28 6134 28 6234 29 6335 29 6436 29 6538 28 6639 28 6741 27 6843 26 6944 26 7045 26 7145 27 7246 27 7345 29 7445 30 7545 31 7644 33 7745 33 7845 34 7944 36 8043 38 8143 39 8243 40 8343 41 8442 43 8542 44 8642 45 8742 46 8843 46 8944 46 9045 46 9145 47 9245 48 9345 49 9445 50 9546 50 9646 51 9747 51 9847 52 9948 52 10049 52 10150 52
63726c0bdd,52 50 153 50 253 51 354 51 455 51 555 52 656 52 757 52 858 52 959 52 1060 52 1161 52 1262 52 1363 52 1464 52 1565 52 1667 51 1768 51 1869 51 1970 51 2071 51 2172 51 2273 51 2374 51 2476 50 2577 50 2678 50 2779 50 2880 50 2982 49 3083 49 3185 48 3286 48 3387 48 3489 47 3590 47 3691 47 3792 47 3893 47 3994 47 4095 47 4196 47 4297 47 4399 46 4500 46 4600 47 4701 47 4802 47 4902 48 5003 48 5103 49 5204 49 5305 49 5406 49 5507 49 5608 49 5709 49 5810 49 5911 49 6013 48 6114 48 6216 47 6317 47 6418 47 6519 47 6620 47 6721 47 6822 47 6923 47 7024 47 7124 48 7225 48 7327 47 7428 47 7529 47 7630 47 7732 46 7833 46 7934 46 8035 46 8136 46 8237 46 8338 46 8438 47 8539 47 8639 48 8739 49 8840 49 8941 49 9041 50 9142 50 9243 50 9344 50 9445 50 9546 50 9647 50 9748 50 9849 50 9950 50 10051 50 10153 49
4572bc04b2,6466 5 6566 7 6667 8 6768 9 6869 10 6970 11 7071 12 7172 13 7273 15 7374 17 7475 20 7576 23 7677 26 7778 28 7879 29 7980 30 8081 31 8182 32 8283 33 8384 34 8485 36 8586 37 8687 40 8788 42 8889 44 8990 47 9091 62 9192 66 9293 68 9394 69 9495 70 9596 71 9697 72 9798 72 9899 73 10000 73 10101 73
0bfed731a5,
3660856523,32 70 132 71 233 71 333 72 433 73 532 75 632 76 732 77 833 77 933 78 1034 78 1136 77 1237 77 1338 77 1439 77 1540 77 1642 76 1742 77 1843 77 1944 77 2044 78 2145 78 2246 78 2346 79 2446 80 2546 81 2646 82 2746 83 2847 83 2947 84 3047 85 3146 87 3246 88 3347 88 3447 89 3548 89 3649 89 3750 89 3851 89 3953 88 4055 87 4157 86 4259 85 4361 84 4463 83 4566 81 4669 79 4772 77 4875 75 4978 73 5081 71 5183 70 5286 68 5389 66 5492 64 5595 62 5698 60 5801 58 5905 55 6010 51 6115 47 6220 43 6326 38 6430 35 6536 30 6642 25 6746 22 6849 20 6953 17 7059 12 7163 9
5adb4649bf,1 38 102 39 203 39 304 39 405 39 506 40 607 42 708 44 809 49 910 49 1011 49 1112 50 1213 50 1314 51 1415 54 1516 55 1617 55 1718 56 1819 56 1920 60 2021 61 2122 62 2223 62 2324 63 2425 63 2526 63 2627 64 2728 64 2829 64 2930 64 3031 64 3132 64 3233 63 3334 61 3435 60 3536 59 3637 59 3738 59 3839 58 3940 57 4041 56 4142 55 4243 54 4344 54 4445 53 4546 53 4647 53 4748 52 4849 52 4950 51 5051 50 5152 49 5253 47 5354 44 5455 42 5556 41 5657 40 5758 39 5859 38 5960 34 6061 31 6162 14 6182 5 6264 2
604dc2c69c,1 30 102 31 203 32 304 32 405 33 506 33 607 34 708 34 809 34 910 34 1011 34 1112 34 1213 34 1314 34 1415 35 1516 35 1617 35 1718 35 1819 35 1920 35 2021 35 2122 35 2223 35 2324 35 2425 36 2526 36 2627 36 2728 36 2829 36 2930 36 3031 36 3132 36 3233 36 3334 37 3435 38 3536 39 3637 40 3738 41 3839 42 3940 43 4041 44 4142 44 4243 45 4344 46 4445 46 4546 47 4647 47 4748 48 4849 49 4950 51 5051 52 5152 53 5253 55 5354 55 5455 56 5556 56 5657 55 5758 55 5827 1 5859 55 5924 7 5960 55 6024 9 6061 55 6124 15 6162 55 6225 23 6263 55 6326 25 6364 54 6427 32 6465 53 6528 34 6564 1 6566 23 6596 20 6628 38 6667 20 6704 4 6729 58 6830 57 6932 55 7034 53 7135 53 7237 51 7338 50 7439 49 7540 48 7641 48 7743 46 7846 43 7948 42 8050 41 8152 39 8255 37 8357 36 8460 33 8562 32 8663 30 8766 22 8789 2 8868 21 8970 20 9072 19 9173 19 9275 18 9376 18 9478 17 9580 16 9682 15 9783 15 9885 14 9990 10 10093 8
961da31e2d,38 64 138 65 238 66 339 66 439 67 540 67 642 66 743 66 844 66 946 65 1047 65 1148 65 1249 65 1349 66 1449 67 1549 68 1650 68 1750 69 1851 69 1952 69 2053 69 2154 69 2255 69 2356 69 2457 69 2558 69 2659 69 2760 69 2861 69 2962 69 3063 69 3164 69 3265 69 3366 69 3468 68 3568 69 3669 69 3770 69 3870 70 3971 70 4072 70 4173 70 4273 71 4374 71 4475 71 4575 72 4676 72 4776 73 4877 73 4978 73 5078 74 5179 74 5279 75 5380 75 5481 75 5582 75 5683 75 5784 75 5885 75 5986 75 6086 76 6187 76 6288 76 6389 76 6490 76 6590 77 6691 77 6791 78 6891 79 6991 80 7091 81 7191 82 7292 82 7392 83 7493 83 7593 84 7692 86 7793 86 7893 87 7993 88 8093 89 8192 91 8292 92 8391 94 8491 95 8591 96 8691 97 8790 99 8890 1312
bb633b3089,78 24 178 25 278 26 380 25 480 26 581 26 682 26 783 26 884 26 985 26 1086 26 1187 26 1288 26 1389 26 1491 25 1593 24 1695 23 1796 23 1898 22 2000 21 2102 20 2203 20 2304 20 2405 20 2506 20 2606 21 2707 21 2807 22 2907 23 3007 24 3106 26 3205 28 3304 30 3404 31 3503 33 3602 35 3701 37 3800 39 3899 41 3998 43 4097 45 4195 48 4294 50 4392 53 4491 55 4590 57 4688 60 4786 63 4883 67 4980 71 5075 77 5171 82 5266 88 5361 94 5456 3936 9394 98 9495 96 9596 95 9697 94 9798 93 9899 92 10000 92 10101 91
7161ad1940,9088 2 9185 7 9281 12 9374 20 9469 26 9565 31 9662 35 9757 41 9856 43 9956 44 10056 45 10156 46
0ab9e80e8c,1 63 102 64 203 64 304 64 405 63 506 62 607 60 708 58 809 55 910 53 1011 51 1112 50 1213 49 1314 48 1415 47 1516 46 1617 45 1718 44 1819 43 1920 43 2021 42 2122 41 2223 40 2324 39 2425 38 2526 37 2627 35 2728 34 2829 32 2930 31 3031 31 3132 30 3233 29 3334 28 3435 27 3536 26 3637 25 3738 23 3839 22 3940 20 4041 18 4142 16 4243 13 4345 9 4450 3
9b5538c283,70 32 168 35 269 35 373 32 474 32 575 32 674 34 775 34 876 34 978 33 1079 33 1180 33 1280 34 1380 35 1481 35 1582 35 1682 36 1780 39 1873 47 1973 48 2074 48 2173 50 2273 51 2373 52 2474 52 2575 52 2676 1 2679 49 2780 49 2881 49 2981 50 3083 49 3184 49 3285 49 3387 48 3488 48 3589 48 3669 2 3690 48 3767 10 3790 49 3843 4 3866 13 3891 49 3944 14 3961 2 3966 15 3991 50 4044 38 4091 51 4144 39 4191 52 4245 41 4290 659 4950 98 5049 1 5051 97 5150 1 5152 90 5243 5 5251 1 5253 88 5345 2 5354 87 5455 87 5556 86 5657 86 5758 86 5859 86 5960 86 6061 86 6162 87 6263 87 6354 1 6364 88 6455 2 6465 89 6555 4 6566 94 6667 95 6768 95 6869 95 6970 95 7071 95 7172 95 7273 95 7374 95 7475 96 7576 96 7677 96 7778 96 7879 96 7980 96 8081 95 8182 95 8283 95 8384 96 8485 96 8586 95 8687 95 8788 95 8889 95 8990 96 9091 96 9192 96 9293 96 9394 96 9495 95 9596 94 9697 94 9798 93 9899 90 10000 89 10101 88
2dd21f355b,
3f587ca621,
b475e5ad7a,
0fd22e2882,18 84 118 85 218 86 317 88 415 91 512 95 610 9592
7d60e50a98,40 62 139 64 240 64 341 64 443 63 544 63 646 62 748 61 850 60 953 58 1059 53 1164 49 1268 46 1372 43 1476 40 1579 38 1683 35 1789 30 1894 26 1998 23 2102 20 2206 17 2308 16 2412 13 2516 10 2624 2
80590647c7,10 92 111 92 212 92 313 92 415 91 517 90 619 89 722 87 825 85 929 82 1033 79 1136 77 1239 75 1342 73 1446 70 1549 68 1653 65 1756 63 1858 62 1960 61 2062 60 2164 59 2265 59 2367 58 2468 58 2570 57 2672 56 2774 55 2876 54 2978 53 3080 52 3182 51 3284 50 3387 48 3489 47 3591 46 3693 45 3795 44 3897 43 3999 42 4101 41 4203 40 4304 40 4406 39 4508 38 4610 37 4711 37 4813 36 4915 35 5016 35 5118 34 5219 34 5321 33 5422 33 5523 33 5624 33 5725 33 5827 32 5928 32 6030 30 6131 24 6232 22 6333 21 6432 23 6533 2 6539 16 6634 2 6641 15 6736 2 6743 14 6845 14 6942 21 7043 21 7145 20 7247 19 7349 17 7451 15 7554 12
0614cf0b6c,3938 1 4028 12 4122 19 4220 23 4324 20 4424 21 4520 26 4618 29 4713 35 4813 36 4913 37 5014 37 5115 37 5217 36 5322 32 5423 32 5524 32 5628 29 5730 28 5831 28 5931 29 6032 29 6132 29 6233 17 6252 4 6335 15 6437 13 6539 8
258838cb73,62 40 162 41 262 42 363 42 464 42 565 42 665 42 766 40 866 40 966 39 1066 39 1166 39 1265 40 1366 38 1466 37 1566 37 1667 35 1768 33 1868 32 1969 31 2070 29 2170 29 2271 28 2371 28 2471 28 2570 29 2670 29 2770 29 2870 29 2970 29 3070 29 3171 28 3271 28 3371 28 3472 26 3572 26 3672 25 3771 26 3870 27 3970 27 4070 26 4169 28 4267 30 4365 32 4464 33 4563 34 4662 36 4762 36 4861 38 4961 38 5061 38 5160 40 5257 43 5355 45 5455 46 5556 45 5657 44 5758 43 5859 43 5960 42 6061 41 6162 41 6263 40 6364 39 6465 39 6566 38 6667 38 6768 37 6869 37 6970 36 7071 35 7172 33 7273 31 7374 30 7475 28 7576 26 7677 24 7778 23 7879 21 7980 20 8081 19 8182 18 8283 17 8384 17 8485 16 8586 16 8687 15 8788 15 8889 14 8990 14 9091 14 9192 14 9293 13 9394 13 9495 12 9596 11 9697 10 9798 9 9899 7 10000 7 10101 7
864ed26714,9093 10 9192 15 9293 18 9330 6 9394 21 9424 17 9495 49 9596 50 9697 50 9798 50 9899 50 10000 51 10101 50
fa69566591,
55f19d6b76,
0fb8a865dd,
a0f7d1db58,
88489834ac,
bdcf0026d8,
68d047de80,
d6eb3700b1,1 7070 7072 100 7175 98 7277 97 7379 96 7482 94 7584 93 7687 91 7789 90 7891 89 7992 89 8094 88 8196 87 8298 86 8400 85 8501 85 8603 84 8705 83 8806 83 8907 83 9008 83 9110 82 9211 82 9313 81 9415 80 9517 79 9619 78 9721 77 9824 75 9925 75 10027 74 10128 74
d7bf279db2,
e4fce4b587,3 99 104 99 205 99 306 99 407 99 509 98 610 98 711 98 813 97 914 97 1015 97 1117 96 1218 96 1319 96 1421 95 1522 95 1624 94 1725 94 1827 93 1929 92 2030 92 2132 91 2233 91 2335 90 2436 90 2537 90 2638 90 2739 90 2839 91 2940 91 3040 92 3141 92 3242 92 3343 92 3444 92 3544 93 3645 93 3746 93 3847 93 3948 93 4048 94 4149 94 4250 94 4351 94 4453 93 4554 93 4656 92 4757 92 4859 91 4960 91 5061 91 5163 90 5264 90 5365 90 5467 89 5569 88 5670 88 5771 88 5873 87 5974 87 6075 87 6175 88 6276 88 6377 88 6477 89 6578 89 6678 90 6779 90 6880 90 6980 91 7081 91 7182 91 7282 92 7383 92 7484 92 7584 93 7685 93 7787 92 7888 92 7989 92 8090 92 8191 92 8292 92 8393 92 8494 92 8595 92 8696 92 8797 92 8898 92 8999 92 9100 92 9201 92 9302 92 9403 92 9505 91 9606 91 9707 91 9808 91 9909 91 10011 90 10113 89
ef6a3bd80c,
e8bc4c8384,79 23 180 23 280 24 380 25 481 25 580 27 679 29 778 31 876 34 975 36 1074 38 1174 39 1273 41 1371 44 1471 45 1570 47 1669 49 1768 51 1869 51 1969 52 2070 52 2171 52 2272 52 2373 52 2473 53 2574 53 2675 53 2777 52 2879 51 2981 50 3083 49 3185 48 3286 48 3387 48 3488 48 3589 48 3690 48 3791 48 3892 48 3993 48 4093 49 4194 49 4295 49 4396 49 4497 49 4598 49 4699 49 4800 49 4901 49 5001 50 5102 50 5203 50 5304 50 5405 50 5506 50 5607 50 5708 50 5809 50 5909 51 6010 51 6111 51 6212 51 6313 51 6414 51 6515 51 6616 51 6717 51 6817 52 6918 52 7019 52 7120 52 7221 52 7322 52 7422 53 7523 53 7624 53 7724 54 7825 54 7925 55 8026 55 8126 56 8227 56 8328 56 8428 57 8529 57 8630 57 8731 57 8831 58 8932 58 9033 58 9133 59 9234 59 9335 59 9436 59 9536 60 9637 60 9738 60 9838 61 9939 61 10041 60 10142 60
c75903d2a9,
47822df035,73 29 174 29 274 30 374 31 475 31 574 33 672 36 772 37 872 38 971 40 1071 41 1170 43 1270 44 1369 46 1468 48 1568 49 1667 51 1767 52 1866 54 1964 57 2063 59 2162 61 2260 64 2358 67 2457 69 2555 72 2654 74 2753 76 2851 79 2949 82 3048 84 3147 86 3246 88 3344 91 3443 93 3542 95 3641 97 3739 6463
47ccff39a8,
f738309aed,83 19 183 20 284 20 385 20 486 20 587 20 688 20 789 20 890 20 991 20 1092 20 1193 20 1295 19 1396 19 1497 19 1599 18 1700 18 1802 17 1904 16 2006 15 2108 14 2210 13 2313 11 2415 10 2517 9 2620 7 2723 5 2827 1
452e3918f7,26 76 126 77 227 77 327 78 428 78 529 78 629 79 730 79 831 79 931 80 1032 80 1133 80 1233 81 1334 81 1435 81 1536 81 1636 82 1737 82 1838 82 1939 82 2040 82 2141 82 2242 82 2343 82 2444 82 2545 82 2646 82 2747 82 2848 82 2949 82 3050 82 3151 82 3253 81 3354 81 3456 80 3558 79 3661 77 3763 76 3865 75 3968 73 4070 72 4173 70 4276 68 4379 66 4483 63 4586 61 4690 58 4794 55 4897 53 5001 50 5104 48 5208 45 5310 44 5412 43 5512 44 5613 44 5714 44 5816 43 5917 43 6018 43 6119 43 6221 42 6326 38 6428 37 6529 37 6630 37 6733 35 6836 33 6941 6 6948 6 6958 12 7045 7 7060 11 7148 2 7161 11 7263 10 7365 1 7368 6 7471 4 7572 4
a5c44e49ba,
a468149f40,7776 1 7876 3 7975 5 8073 8 8171 11 8268 15 8366 18 8465 20 8564 22 8662 25 8761 27 8861 28 8960 30 9060 31 9159 33 9259 34 9359 35 9459 36 9559 37 9658 39 9758 40 9859 40 9959 41 10060 41 10161 41
caeb60c6f8,
afeced8b5f,
27f1c2b267,1 21 44 31 102 22 144 33 203 22 244 34 304 23 344 36 405 24 442 40 506 26 538 46 607 81 708 83 809 85 910 87 1011 89 1112 92 1213 95 1314 100 1415 8787
f2aa5877ad,59 43 159 44 259 45 361 44 462 44 563 44 663 45 764 45 865 45 966 45 1068 44 1169 44 1270 44 1371 44 1472 44 1573 44 1674 44 1775 44 1876 44 1977 44 2078 44 2179 44 2280 44 2381 44 2482 44 2583 44 2684 44 2786 43 2887 43 2989 42 3091 41 3193 40 3295 39 3397 38 3500 36 3602 35 3706 32 3810 29 3912 28 4014 27 4116 26 4217 26 4319 25 4420 25 4521 25 4622 25 4723 25 4824 25 4926 24 5028 23 5130 22 5233 20 5336 18 5440 15 5543 13 5645 12 5748 10 5850 9 5953 7 6057 4
773932c485,1 6260 6263 97 6364 96 6465 94 6566 93 6667 92 6768 90 6869 90 6970 89 7071 88 7172 87 7273 86 7374 85 7475 84 7576 84 7677 83 7778 82 7879 82 7980 81 8081 80 8182 79 8283 78 8384 77 8485 76 8586 74 8687 72 8788 71 8889 70 8990 70 9091 70 9192 69 9293 69 9394 69 9495 68 9596 68 9697 68 9798 67 9899 67 10000 67 10101 66
43be809ad3,4175 26 4264 43 4360 58 4458 66 4557 75 4656 86 4756 90 4856 94 4957 94 5057 95 5157 96 5257 97 5358 97 5459 97 5558 99 5658 4544
053566ac5a,7573 3 7671 6 7766 12 7862 17 7959 21 8053 28 8149 33 8246 37 8344 40 8443 42 8544 42 8644 43 8745 43 8845 44 8947 43 9048 43 9149 43 9251 42 9355 39 9458 37 9561 35 9665 32 9768 30 9871 28 9972 28 10074 27 10176 26
2d75d6bc0b,
1751413556,
153558a258,
9e26b0563f,34 68 134 69 234 70 335 70 434 72 532 75 623 85 721 88 816 94 911 3882 4814 35 4850 38 4931 19 4969 15
